"","X","Y","Above.Ground","Color","Hectar.Number","Date"
"69",-73.96148483609,40.7922645521905,"0","999999",3,10072018
"70",-73.9546654184146,40.7947639241491,"0","999999",9,10202018
"71",-73.9667114027214,40.7768804702473,"0","999999",1,10172018
"72",-73.9530035564643,40.7921822457613,"0","999999",7,10072018
"73",-73.9615696577673,40.7951278622399,"0","999999",3,10142018
"74",-73.964474836001,40.7883840104749,"0","999999",1,10062018
"75",-73.9610705592868,40.7914829661051,"0","247450",6,10132018
"76",-73.9688454483585,40.7845301288163,"3","999999",5,10082018
"77",-73.9578237168359,40.7980959471034,"0","999999",6,10142018
"78",-73.9688271202401,40.7809719445309,"0","999999",1,10182018
"79",-73.9617088749928,40.7944585082367,"0","247450",6,10132018
"80",-73.9701824825872,40.7766530579293,"0","999999",9,10082018
"81",-73.9676410497481,40.7766043512974,"4","999999",5,10192018
"82",-73.9708726050721,40.7723572030236,"70","999999",2,10072018
"83",-73.9541453465817,40.7982162223764,"0","247450",6,10122018
"84",-73.9683608295976,40.7842927405327,"0","247450",4,10132018
"85",-73.968052057989,40.777338666528,"0","999999",6,10102018
"86",-73.9787180870736,40.7715877863274,"0","999999",5,10062018
"87",-73.9565905868276,40.7895654068546,"0","999999",1,10062018
"88",-73.9565759733611,40.7992461674802,"0","111111",2,10072018
"89",-73.9551539498306,40.7987384656256,"0","999999",1,10142018
"90",-73.9641971813967,40.7813537959435,"0","999999",1,10072018
"91",-73.9692883970928,40.7768553703082,"0","999999",2,10082018
"92",-73.9708549670788,40.7699587019058,"12","999999",4,10062018
"93",-73.9639744005647,40.7825111950764,"0","999999",1,10072018
"94",-73.9730277911422,40.7712145488828,"2","999999",16,10082018
"95",-73.9710541405708,40.7724691605718,"10","000000",5,10192018
"96",-73.9761592532482,40.7747213585387,"10","999999",4,10062018
"97",-73.9544007658685,40.7950689723135,"0","999999",5,10132018
"98",-73.9575986161364,40.799368134968,"25","999999",1,10142018
"99",-73.9607701370443,40.7955418990855,"0","999999",7,10132018
"100",-73.9764036522984,40.7705846185121,"0","999999",5,10062018
"101",-73.9589249555235,40.7908193284981,"2","999999",3,10172018
"102",-73.9634623418761,40.7917685404482,"0","999999",4,10172018
"103",-73.9521110154872,40.7978449143313,"0","999999",3,10182018
"104",-73.9574809028248,40.7950013620207,"0","999999",4,10142018
"105",-73.9570437717691,40.7948509408039,"0","999999",3,10062018
"106",-73.967097592707,40.7854119342538,"50","999999",1,10132018
"107",-73.9711318790279,40.7701941550273,"3","999999",2,10102018
"108",-73.9763243383771,40.7705409315703,"20","999999",13,10102018
"109",-73.9651754464439,40.7755181941559,"7","999999",1,10082018
"110",-73.9700100617602,40.7815739959357,"20","999999",1,10182018
"111",-73.971905618214,40.776238547063,"0","999999",10,10182018
"112",-73.9530040923555,40.7922896176936,"0","999999",10,10072018
"113",-73.9572093760529,40.7988487300216,"6","999999",6,10102018
"114",-73.9607746337979,40.7939581069382,"0","999999",1,10102018
"115",-73.9566346046453,40.7973923396512,"0","999999",1,10132018
"116",-73.9592038887673,40.796382675378,"0","999999",2,10182018
"117",-73.9511118711108,40.7950813345902,"0","247450",1,10182018
"118",-73.9769939796382,40.7729537573035,"0","999999",10,10082018
"119",-73.9712527809516,40.7763310392591,"0","999999",8,10142018
"120",-73.9671147090087,40.7772624641112,"0","999999",3,10102018
"121",-73.9588660250232,40.7982597947515,"0","999999",3,10102018
"122",-73.9651601541795,40.7761841788025,"0","247450",7,10122018
"123",-73.9792155473689,40.7693711799946,"5","999999",11,10072018
"124",-73.9664100504436,40.7828778892276,"0","999999",2,10082018
"125",-73.9746229094643,40.7748467061969,"0","999999",5,10142018
"126",-73.9705092958892,40.7761092972965,"0","999999",7,10082018
"127",-73.9581655949437,40.7997708190022,"0","000000",6,10072018
"128",-73.9755560786227,40.7662992317575,"0","999999",5,10062018
"129",-73.9696433533986,40.7828208083804,"0","999999",1,10072018
"130",-73.9664711607022,40.787896428768,"0","999999",6,10062018
"131",-73.9575943815564,40.7933755266787,"0","999999",7,10062018
"132",-73.9694168118643,40.7728877377977,"5","999999",1,10132018
"133",-73.9528682507794,40.7925807808307,"0","999999",13,10072018
"134",-73.9782417115139,40.7724665036447,"10","999999",1,10062018
"135",-73.9721442939797,40.7700750802317,"0","999999",3,10182018
"136",-73.969847380865,40.7769884612305,"25","999999",5,10082018
"137",-73.9768652785664,40.7684838168207,"0","247450",3,10102018
"138",-73.9590992841423,40.793758098573,"0","999999",9,10132018
"139",-73.9724063986771,40.7705711897977,"0","999999",1,10122018
"140",-73.9661361310677,40.7787872561177,"0","999999",1,10132018
"141",-73.9730750601212,40.7701304211944,"10","999999",1,10082018
"142",-73.971970670614,40.7720868124544,"0","999999",4,10132018
"143",-73.95621174551,40.7951044378207,"0","999999",9,10102018
"144",-73.9564023626619,40.7905423546155,"13","999999",2,10132018
"145",-73.9532620128307,40.7952475548048,"0","999999",1,10182018
"146",-73.9576349321357,40.7904409912437,"0","999999",3,10132018
"147",-73.9763430829342,40.7686351097159,"3","247450",11,10082018
"148",-73.9714789136757,40.7694886645194,"0","247450",1,10082018
"149",-73.9755133710665,40.7697883435981,"0","999999",8,10082018
"150",-73.9702348982803,40.7773295419104,"0","999999",1,10172018
"151",-73.9686056085297,40.7781658424866,"0","999999",3,10142018
"152",-73.9522142360388,40.7949598486683,"0","999999",2,10132018
"153",-73.9576589997493,40.7972751877447,"50","999999",2,10062018
"154",-73.9637946878735,40.7915700446878,"0","999999",4,10102018
"155",-73.9710991123992,40.7723889726647,"0","999999",2,10142018
"156",-73.9638270331336,40.7810450065235,"0","999999",2,10072018
"157",-73.9756015005821,40.7670090327736,"0","999999",1,10062018
"158",-73.9649632550828,40.7809187761995,"0","999999",1,10072018
"159",-73.957219204335,40.7931529059779,"0","999999",1,10062018
"160",-73.9712308864394,40.7714534847379,"15","999999",4,10072018
"161",-73.9758676144255,40.7701671581939,"0","999999",3,10182018
"162",-73.969058856545,40.7766356226979,"0","247450",6,10122018
"163",-73.963846339804,40.7834051716226,"30","247450",1,10182018
"164",-73.9597642778427,40.7976368003915,"0","999999",2,10142018
"165",-73.9745691353018,40.7771035589298,"6","999999",3,10142018
"166",-73.9748706415584,40.7744174965072,"0","999999",2,10062018
"167",-73.9597205966324,40.7969409510133,"0","999999",1,10192018
"168",-73.971086588091,40.7719703235178,"0","999999",6,10072018
"169",-73.958535640774,40.7982737896998,"0","999999",2,10192018
"170",-73.958770180151,40.7934123941528,"0","999999",4,10132018
"171",-73.9707274055755,40.7723889080377,"0","999999",10,10172018
"172",-73.9720065066618,40.7764043782924,"0","999999",4,10102018
"173",-73.9618064639153,40.792158440043,"0","999999",12,10132018
"174",-73.9554432393295,40.7945669054449,"0","999999",1,10142018
"175",-73.9613780522542,40.790786197111,"30","999999",4,10062018
"176",-73.9646901432328,40.775995869679,"0","999999",3,10122018
"177",-73.9690828325179,40.7818038172275,"0","999999",4,10182018
"178",-73.9708775864433,40.772473633538,"0","000000",12,10192018
"179",-73.9691050656013,40.7808139538222,"0","000000",1,10182018
"180",-73.9768434635084,40.7728494038744,"0","999999",11,10082018
"181",-73.9553811810434,40.7970895007931,"0","999999",2,10142018
"182",-73.9588468413094,40.7963852299012,"28","999999",5,10192018
"183",-73.9788138172962,40.7693001754769,"0","999999",9,10102018
"184",-73.9700162034073,40.7815277479588,"0","999999",2,10192018
"185",-73.9570528770427,40.7990973804149,"10","247450",7,10102018
"186",-73.9735489537928,40.7681257911523,"12","999999",2,10062018
"187",-73.9695507965155,40.7743070423435,"0","999999",4,10072018
"188",-73.9787105069657,40.7693708133873,"10","999999",8,10102018
"189",-73.9651654887991,40.7777806006951,"0","999999",2,10072018
"190",-73.9537691298752,40.7941272599797,"0","999999",1,10202018
"191",-73.9764839973068,40.7691725326976,"0","247450",6,10082018
"192",-73.9737773613311,40.7673662611015,"0","999999",1,10132018
"193",-73.965796978969,40.7760402842845,"0","999999",3,10082018
"194",-73.9679336341793,40.7754186579647,"0","999999",1,10132018
"195",-73.9761107065353,40.769642060286,"30","111111",1,10202018
"196",-73.9771614686616,40.7709677983247,"10","247450",2,10062018
"197",-73.9510747586301,40.7973106833951,"0","999999",2,10192018
"198",-73.9598015842806,40.7973522744237,"5","999999",3,10132018
"199",-73.9718729101676,40.7703692621371,"0","999999",5,10182018
"200",-73.9638774579549,40.7913532129148,"0","999999",5,10102018
"201",-73.9679538163341,40.7837103696906,"0","247450",3,10132018
"202",-73.9564724104048,40.7936055508162,"0","999999",4,10122018
"203",-73.9770824412252,40.7709961309457,"15","999999",3,10062018
"204",-73.9677646187171,40.7746492806333,"0","999999",5,10102018
"205",-73.9710760196868,40.7725506006789,"0","999999",2,10192018
"206",-73.9711298491132,40.7676902603543,"15","000000",1,10082018
"207",-73.9702755805141,40.7783547795222,"0","999999",13,10102018
"208",-73.9638837160341,40.7809747900833,"5","999999",7,10142018
"209",-73.968367485157,40.7838472644815,"0","999999",5,10142018
"210",-73.9772576561244,40.7679895093963,"0","247450",8,10062018
"211",-73.9519639918804,40.7949911702392,"0","999999",1,10072018
"212",-73.9754270368984,40.7702411502308,"0","999999",1,10202018
"213",-73.9712327308512,40.7748702909218,"0","247450",6,10182018
"214",-73.9712318712643,40.7773053099657,"0","999999",4,10192018
"215",-73.9761209945419,40.7682404528903,"0","999999",3,10082018
"216",-73.967181612203,40.7787752287055,"35","999999",3,10202018
"217",-73.9665709146738,40.7839384318554,"0","999999",4,10122018
"218",-73.9770273553525,40.7732399463626,"3","111111",3,10132018
"219",-73.9737091707831,40.7713732567512,"0","999999",3,10062018
"220",-73.9520592496349,40.7975076299811,"4","247450",3,10142018
"221",-73.963842266151,40.7887340867773,"0","999999",2,10062018
"222",-73.9775681731459,40.7676421190309,"100","999999",3,10072018
"223",-73.9598155300913,40.7905887826983,"0","000000",10,10072018
"224",-73.9728660779622,40.7753294525644,"0","999999",3,10132018
"225",-73.972416242971,40.7714260236636,"6","999999",4,10122018
"226",-73.9731498064872,40.7659963196581,"0","999999",2,10062018
"227",-73.9527808174534,40.7924167234441,"0","999999",5,10172018
"228",-73.9624184586031,40.7921524868211,"0","999999",3,10172018
"229",-73.9568343093228,40.7949401350882,"0","247450",4,10062018
"230",-73.9741401377844,40.7758134257881,"0","999999",2,10072018
"231",-73.9753574279936,40.7683211694257,"0","999999",8,10082018
"232",-73.9737266070919,40.7786338379896,"0","999999",1,10142018
"233",-73.967895656898,40.7767409597341,"3","999999",7,10102018
"234",-73.9760942252437,40.7742035674209,"0","999999",7,10132018
"235",-73.9758464905133,40.7725957408841,"0","999999",5,10132018
"236",-73.9767080512177,40.7717708794221,"0","999999",4,10172018
"237",-73.9760256477558,40.7703573131398,"0","999999",2,10202018
"238",-73.9593126695714,40.797533370163,"0","111111",1,10182018
"239",-73.9590236602085,40.7982632456866,"0","999999",4,10102018
"240",-73.9754778808471,40.7685619029765,"7","999999",1,10202018
"241",-73.9597648775789,40.7903443029725,"0","999999",1,10072018
"242",-73.9589414339242,40.7907073888277,"0","999999",4,10172018
"243",-73.9779805668091,40.7680931566797,"0","999999",2,10122018
"244",-73.9733117663541,40.7694584620114,"0","247450",5,10082018
"245",-73.9751729403694,40.7743284123118,"0","999999",2,10142018
"246",-73.9786339295735,40.7684918638639,"0","247450",2,10082018
"247",-73.9726747666002,40.7703022669308,"0","999999",2,10082018
"248",-73.9770718586754,40.7729752391435,"0","999999",9,10082018
"249",-73.9570817579092,40.7964221087879,"0","999999",2,10172018
"250",-73.974420668782,40.7749628597465,"0","999999",4,10132018
"251",-73.9719735582476,40.7693045133578,"0","999999",2,10202018
"252",-73.9589627056561,40.7847591558491,"0","999999",2,10102018
"253",-73.9762246600197,40.775164077652,"0","247450",3,10062018
"254",-73.9800669115792,40.7676825134384,"2","247450",7,10122018
"255",-73.976798124308,40.7741316574113,"20","247450",4,10102018
"256",-73.9773317054464,40.7684035996758,"0","247450",3,10062018
"257",-73.9534333425633,40.7932564163328,"10","999999",3,10182018
"258",-73.9726958070536,40.7706096126328,"20","999999",9,10082018
"259",-73.978436117932,40.7724769242403,"15","999999",6,10062018
"260",-73.9552861155228,40.788973931872,"3","247450",5,10132018
"261",-73.9712876234172,40.7695885530701,"25","999999",2,10062018
"262",-73.9771069181511,40.7670538214988,"0","247450",5,10142018
"263",-73.9698714743386,40.7743814661685,"0","999999",2,10202018
"264",-73.9691094942294,40.776760392858,"0","999999",1,10082018
"265",-73.9786481009499,40.7697372811949,"0","999999",3,10182018
"266",-73.9754742295091,40.7696998327247,"0","247450",2,10122018
"267",-73.968107276769,40.7768612676036,"20","247450",9,10072018
"268",-73.9591400366159,40.7891708599318,"0","999999",1,10072018
"269",-73.9767191629692,40.7730786298701,"0","999999",3,10122018
"270",-73.9661262885099,40.7844085550945,"3","999999",1,10132018
"271",-73.9521950056404,40.794937340845,"0","999999",1,10132018
"272",-73.9579218587172,40.7960605028848,"0","999999",4,10192018
"273",-73.9639832886071,40.7909532437095,"0","999999",8,10192018
"274",-73.974467903723,40.7686520352868,"0","999999",4,10132018
"275",-73.9758579666874,40.7679326548845,"0","999999",5,10082018
"276",-73.9619070229674,40.79525566925,"0","999999",5,10142018
"277",-73.9787796921165,40.7707526535381,"0","999999",1,10102018
"278",-73.9550082056509,40.7894521543449,"2","999999",3,10082018
"279",-73.9587401274261,40.7960322222949,"0","999999",3,10132018
"280",-73.9619411917909,40.7923536640283,"10","999999",11,10102018
"281",-73.9701575891098,40.7730973282423,"0","999999",6,10172018
"282",-73.9529060669193,40.7927909735388,"0","999999",1,10102018
"283",-73.9547336666137,40.7938937756332,"5","999999",7,10072018
"284",-73.9691433356733,40.7731708333242,"0","999999",1,10122018
"285",-73.9720907384613,40.7762987836055,"7","999999",1,10192018
"286",-73.9709281471442,40.7828097939777,"0","999999",2,10102018
"287",-73.9731113265165,40.7786640676355,"10","999999",1,10172018
"288",-73.9684254196866,40.77809016436,"0","999999",2,10142018
"289",-73.9560679864426,40.7947887062326,"0","247450",6,10062018
"290",-73.9679661308374,40.7837388390673,"10","999999",1,10132018
"291",-73.9674069524601,40.7772529662424,"0","999999",2,10132018
"292",-73.9696173677837,40.7705202790525,"0","999999",4,10172018
"293",-73.9756573579063,40.7656644063024,"15","999999",1,10102018
"294",-73.9700691629574,40.7828893645197,"0","999999",1,10172018
"295",-73.9596964641652,40.7957753591585,"0","999999",3,10182018
"296",-73.9685604013735,40.7773439909065,"0","999999",3,10102018
"297",-73.957342596188,40.7944359654227,"0","247450",9,10062018
"298",-73.9586214081667,40.7937473968735,"2","999999",3,10132018
"299",-73.9528149779809,40.7924984810637,"10","999999",6,10172018
"300",-73.9717425494287,40.7664227676653,"0","999999",7,10132018
"301",-73.9695176417703,40.7741725190048,"0","999999",4,10072018
"302",-73.9762348224648,40.7694522315322,"0","247450",8,10082018
"303",-73.9523001834395,40.7949231000186,"0","999999",2,10072018
"304",-73.9750283794865,40.7724101927821,"0","247450",8,10132018
"305",-73.9689700100267,40.7775169562765,"20","999999",5,10082018
"306",-73.9683965841952,40.7718679848978,"0","999999",3,10102018
"307",-73.9554095823557,40.7887305802044,"0","999999",1,10132018
"308",-73.9696001184129,40.7820810673532,"0","999999",5,10182018
"309",-73.9795081274695,40.7691431548544,"0","999999",3,10072018
"310",-73.9578779556574,40.7934116539732,"0","999999",6,10062018
"311",-73.958356112357,40.796014459571,"0","999999",7,10192018
"312",-73.9646610347972,40.7790583544252,"0","999999",5,10102018
"313",-73.960601067176,40.7917243850136,"0","999999",9,10062018
"314",-73.9539734770934,40.7956055442,"0","999999",4,10132018
"315",-73.9540616660191,40.7951556603245,"0","999999",10,10202018
"316",-73.9545799024508,40.7908084039886,"15","999999",1,10102018
"317",-73.9743990576746,40.7768690723163,"1","999999",4,10132018
"318",-73.9659034359706,40.7797516688844,"8","247450",2,10072018
"319",-73.9684376038582,40.7824275067237,"0","247450",9,10182018
"320",-73.9694288806212,40.7842952265291,"0","999999",1,10172018
"321",-73.9546042927016,40.7898133734952,"0","999999",7,10062018
"322",-73.9573469787503,40.7944044592573,"0","999999",3,10132018
"323",-73.9587879699956,40.7908135158551,"0","999999",1,10122018
"324",-73.9630990823243,40.7885764284016,"0","000000",2,10122018
"325",-73.9699843570636,40.7729480440312,"80","999999",1,10062018
"326",-73.9534306291679,40.7959052073753,"0","999999",7,10132018
"327",-73.9652357279671,40.7819296887147,"0","999999",2,10122018
"328",-73.967832992543,40.7783669913408,"0","999999",3,10182018
"329",-73.9708969246276,40.7767695507462,"0","999999",3,10142018
"330",-73.95448101115,40.7954469678857,"15","999999",3,10062018
"331",-73.9705123624953,40.7731723757869,"0","999999",11,10192018
"332",-73.9667560049684,40.7882333830729,"0","999999",1,10062018
"333",-73.9687395228846,40.7807364481385,"0","999999",2,10182018
"334",-73.9782351435852,40.7715896672335,"30","999999",3,10062018
"335",-73.9757413215621,40.7692582758978,"10","999999",4,10082018
"336",-73.9583101927652,40.7852649316039,"10","999999",5,10202018
"337",-73.9765595553183,40.7748455340432,"0","999999",4,10142018
"338",-73.965509576403,40.7752456763263,"2","999999",5,10182018
"339",-73.9744960829844,40.7652585501959,"0","999999",1,10122018
"340",-73.9703161745884,40.7702610461336,"2","999999",5,10142018
"341",-73.9605966636226,40.7889849108637,"0","999999",1,10082018
"342",-73.9730224561601,40.7796833353894,"0","999999",4,10192018
"343",-73.9759432151552,40.7733240612552,"2","999999",6,10122018
"344",-73.9724452296309,40.7715792113505,"0","999999",3,10122018
"345",-73.9712971568288,40.7745520717065,"0","999999",2,10132018
"346",-73.9611696144784,40.7816692895155,"30","999999",3,10072018
"347",-73.9542990150586,40.7940915300678,"0","247450",9,10072018
"348",-73.9689657039917,40.7767834276767,"0","247450",4,10072018
"349",-73.9707471099503,40.7759255131734,"0","999999",8,10172018
"350",-73.9713330594434,40.7771924214236,"0","999999",10,10142018
"351",-73.970540988328,40.7698103067062,"12","999999",6,10062018
"352",-73.9740007759509,40.7650077086539,"0","999999",1,10132018
"353",-73.9566751022336,40.799035789744,"65","999999",4,10072018
"354",-73.9639635134738,40.7900337598704,"0","999999",5,10102018
"355",-73.9761036400144,40.7705482684594,"0","999999",3,10202018
"356",-73.9724801784201,40.7790131966689,"0","999999",5,10172018
"357",-73.9635658786416,40.7777291777901,"0","247450",3,10172018
"358",-73.9716404781264,40.7753181851766,"15","999999",2,10142018
"359",-73.9672054610151,40.7876519923501,"40","999999",5,10062018
"360",-73.9614824437251,40.7912929799884,"0","999999",3,10132018
"361",-73.9571407991577,40.7931917396406,"0","999999",2,10062018
"362",-73.9707197274481,40.7773956803431,"0","999999",12,10192018
"363",-73.9623696148045,40.792184861375,"13","999999",4,10172018
"364",-73.9576035072364,40.7966120824816,"0","999999",1,10192018
"365",-73.9673548527075,40.7765669058396,"4","999999",11,10192018
"366",-73.9704862864304,40.7739583111676,"0","999999",2,10062018
"367",-73.970315671921,40.7720905395472,"0","999999",2,10172018
"368",-73.9596398997228,40.7933386953847,"25","000000",2,10072018
"369",-73.9548957862084,40.7944844464619,"0","999999",5,10142018
"370",-73.964080104186,40.7907898627287,"15","999999",2,10072018
"371",-73.9781303869038,40.7725000348875,"8","999999",2,10062018
"372",-73.9672127283283,40.7810666805133,"0","999999",1,10072018
"373",-73.9556817958407,40.788852000621,"15","999999",2,10132018
"374",-73.9752000129992,40.7732918122239,"0","247450",4,10132018
"375",-73.9698817079185,40.7758322627711,"0","247450",10,10082018
"376",-73.9757001944781,40.769499790547,"2","247450",9,10082018
"377",-73.9584835416846,40.7978213396921,"10","999999",6,10142018
"378",-73.9606817053484,40.7917320450401,"0","999999",7,10062018
"379",-73.9649590119935,40.7822107920769,"15","999999",1,10182018
"380",-73.959709414696,40.7919745085986,"15","000000",3,10062018
"381",-73.9735946835545,40.7724155751282,"0","999999",1,10082018
"382",-73.9588358879692,40.7912631913057,"0","999999",1,10122018
"383",-73.968045072743,40.7836626717225,"4","247450",2,10132018
"384",-73.979316275899,40.7692134727555,"0","999999",1,10072018
"385",-73.9550351380957,40.7974681522214,"0","999999",1,10142018
"386",-73.9578316525492,40.7890102959629,"15","999999",1,10072018
"387",-73.9592537496995,40.7919271821316,"5","000000",3,10142018
"388",-73.9733966282316,40.7717179627127,"0","999999",8,10082018
"389",-73.970720187655,40.7774564799983,"0","999999",11,10192018
"390",-73.9790875480358,40.7676104780657,"30","000000",3,10102018
"391",-73.9802376131034,40.7680707516627,"0","247450",12,10122018
"392",-73.9577212629651,40.7965525296722,"0","999999",6,10142018
"393",-73.9719888241794,40.7667681685356,"3","999999",3,10072018
"394",-73.9565686300382,40.797592846003,"0","999999",3,10062018
"395",-73.9669206605745,40.7748155701122,"0","999999",3,10102018
"396",-73.9690416961886,40.7716618670996,"0","247450",5,10142018
"397",-73.9613643418025,40.7892431934209,"0","999999",2,10172018
"398",-73.9686737866872,40.7739714023732,"0","999999",6,10072018
"399",-73.9763433202401,40.7738473490681,"12","247450",10,10132018
"400",-73.9590502257662,40.794290363687,"0","999999",6,10132018
"401",-73.965862100991,40.7825926896917,"5","999999",1,10122018
"402",-73.9681917366128,40.7723298813768,"0","999999",3,10122018
"403",-73.9597470659927,40.7973215935416,"0","999999",1,10132018
"404",-73.9680774548516,40.7762491903691,"0","999999",1,10122018
"405",-73.9786603147149,40.7671937837017,"0","247450",9,10062018
"406",-73.9766354967197,40.7734575166319,"0","999999",9,10072018
"407",-73.9787658435198,40.7689419765393,"0","999999",7,10072018
"408",-73.9633760173635,40.7818422357619,"0","999999",3,10182018
"409",-73.9530809650496,40.7959176317705,"0","999999",2,10132018
"410",-73.9584024936392,40.7851491701944,"0","999999",1,10202018
"411",-73.9669366401071,40.7836023897982,"0","999999",9,10062018
"412",-73.9785675798034,40.7672992405289,"0","247450",5,10132018
"413",-73.9698934182612,40.7708211633861,"0","999999",3,10142018
"414",-73.9721899838568,40.7761519045651,"20","999999",3,10102018
"415",-73.9570131890379,40.7991786736124,"25","999999",5,10142018
"416",-73.9702788578386,40.7694484997295,"0","999999",5,10132018
"417",-73.9639888092327,40.791449395909,"0","999999",1,10102018
"418",-73.9573604880421,40.7930844158021,"0","999999",3,10062018
"419",-73.9777328709928,40.7669087724668,"0","999999",2,10062018
"420",-73.9671851611243,40.7750878657618,"0","999999",1,10122018
"421",-73.9664630067791,40.7756361515825,"0","999999",4,10072018
"422",-73.9694630409125,40.769737659647,"0","999999",1,10132018
"423",-73.9756754297747,40.7738518843446,"0","247450",2,10132018
"424",-73.9756557086441,40.773296289824,"0","247450",8,10122018
"425",-73.9704485231855,40.7717290560806,"25","999999",2,10072018
"426",-73.9741944367138,40.7769889953596,"2","999999",1,10082018
"427",-73.9589367709165,40.7896465303483,"0","999999",4,10072018
"428",-73.96362827608,40.7807994595242,"3","999999",2,10142018
"429",-73.9710116801402,40.7723689301989,"10","000000",8,10172018
"430",-73.9757436019432,40.7746064363227,"0","999999",1,10142018
"431",-73.9757787135906,40.7737231427345,"0","247450",3,10132018
"432",-73.9558474701153,40.7913335515534,"40","999999",1,10072018
"433",-73.9676639740486,40.7745369616499,"0","999999",7,10102018
"434",-73.9702963056917,40.7697928730791,"0","999999",11,10062018
"435",-73.9734695768004,40.7716297491384,"0","999999",5,10082018
"436",-73.9793952066038,40.7707837657859,"0","999999",3,10072018
"437",-73.9525747516914,40.7977257435263,"0","999999",2,10172018
"438",-73.9589770206691,40.791240542172,"0","999999",5,10142018
